"NUTS","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027"
TRC2,,,,,,,,,,,,,,,,5620.54,6129.05,6762.5,6695.87,6631.51,6485.7,5893.51,6034.1,6387.400000000001,6961.4800000000005,7098.6900000000005,7194.37,7483.16,7347.03,7370.71,7479.54,7558.05,7924,8236.55,8526.22,8871.09,9659.26,9493.59,9317.880000000001,9966.44,9879.22,9386.83,8110.13,10028.130000000001,11589.67,12088.72,12519.01,
TRC21,,,,,,,,,,,,,,,,5621.24,6128.27,6762.09,6696.17,6631.2,6485.47,5893.09,6034.11,6387.17,6961.12,7099.07,7194.28,7483.27,7346.78,7370.610000000001,7479.150000000001,7558.33,7923.9400000000005,8236.39,8526.16,8870.960000000001,9659.31,9493.800000000001,9317.72,9966.41,9879.24,9386.630000000001,8110.150000000001,10028.04,11589.5,12088.77,12519.06,
TRC22,,,,,,,,,,,,,,,,5620.92,6129.79,6762.89,6696.5,6631.8,6485.91,5893.03,6034.09,6387.62,6961.84,7098.3,7194.46,7483.04,7346.57,7370.81,7479.360000000001,7557.74,7924.08,8236.72,8526.3,8871.25,9659.2,9493.35,9318.07,9966.47,9879.210000000001,9387.08,8110.43,10028.23,11589.89,12088.66,12518.94,
TRC3,,,,,,,,,,,,,,,,5620.86,6129.650000000001,6762.8,6695.29,6633.110000000001,6484.66,5892.97,6034.36,6387.01,6961.22,7098.53,7195.110000000001,7483.53,7346.75,7370.34,7479.56,7558.13,7924.01,8236.77,8525.91,8871.11,9659.130000000001,9493.59,9317.97,9965.87,9879.34,9386.72,8109.9800000000005,10028.4,11589.75,12088.41,12518.64,
TRC31,,,,,,,,,,,,,,,,5619.96,6128.22,6762.39,6694.92,6631.9400000000005,6484.22,5893.26,6033.57,6387.37,6961.25,7098.12,7195.53,7482.2,7346.58,7370.8,7479.55,7558.860000000001,7924.43,8236.36,8525.77,8871.16,9658.45,9493.23,9317.300000000001,9966.51,9879.41,9387.4,8109.96,10028.15,11589.56,12087.99,12518.86,
TRC32,,,,,,,,,,,,,,,,5620.5,6129.76,6761.9400000000005,6697.22,6632.16,6486.93,5894,6036.84,6388.89,6960.97,7099,7193.84,7482.46,7346.12,7368.900000000001,7477.78,7557.21,7924.67,8235.58,8527.16,8870.31,9659.74,9493.98,9318.68,9966.59,9878.51,9387.01,8109.6900000000005,10027.32,11589.36,12088.79,12518.380000000001,
TRC33,,,,,,,,,,,,,,,,5622.47,6128.76,6762.79,6694.38,6633.09,6482.2300000000005,5891.4400000000005,6031.46,6388.6,6959.41,7097.400000000001,7193.63,7483.18,7347.06,7370.21,7478.05,7558.07,7923.820000000001,8236.94,8526.18,8870.460000000001,9657.62,9494.62,9316.94,9966.130000000001,9879.4,9385.6,8110.43,10028.9,11589.76,12088.710000000001,12518.31,
TRC34,,,,,,,,,,,,,,,,5621.650000000001,6128.85,6765.18,6694.6,6632.5,6485.7,5892.68,6036.56,6385.83,6959.2300000000005,7100.41,7198.110000000001,7484.8,7343.6900000000005,7371.75,7478.92,7557.97,7922.12,8236.78,8523.68,8870.75,9659.42,9494.79,9317.710000000001,9964.84,9880.64,9386.22,8109.83,10028.47,11589.300000000001,12088.25,12517.45,
TRZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK,,,,,,,,,,,,,,,,32911.2,32677.280000000002,34614.79,35458.05,37152.99,38820.68,40146.88,40201.99,41244.36,42340.86,42884.68,44052.58,45602.81,44381.55,43908.67,44623.950000000004,44299.46,44176.57,44653.57,44370.5,44441.3,44956.28,45671.92,45956.92,46737.26,44132.37,45718.38,46000.93,45739.14,46409.46,46708.21,46906.26,47148.15
UKC,,,,,,,,,,,,,,,,30682.36,29631.4,31109.27,31899.64,32405.39,34237.62,35661.340000000004,36173.85,36331.5,37999.13,38383.770000000004,38784.020000000004,39323.81,39032.67,38411.97,39429.15,39665.69,39498.07,39420.14,39657.14,39885.63,40768.98,40633.71,40532.36,41502.37,37889.13,37813.96,8884.4,8833.61,8962.16,9020.39,9059.12,56737.83
UKC1,,,,,,,,,,,,,,,,31490.13,30835.36,31858.73,31738.350000000002,32972.55,34573.57,35593.74,36222.63,35572.57,37768,38031.43,37456.54,38838.14,38781.520000000004,38849.11,39969.450000000004,39884.840000000004,39676.65,39133.18,39158.6,39316.4,40460.8,40774.46,40265.75,40118.83,35612.9,34993.17,10386.41,10327.28,10474.08,10544.27,10589.11,56787.41
UKC11,,,,,,,,,,,,,,,,31494.030000000002,30821.77,31859.260000000002,34093.68,36055.91,38309.97,38905.81,37104.89,37112.23,39671.72,39590.82,40017.56,42925.74,42178.71,42063.49,43734.840000000004,42874.36,44076.26,43319.21,43166.840000000004,43683.840000000004,46128.9,45432.54,44906.03,44698.17,35606.64,37164.25,11284.85,11231.81,11385.84,11461.98,11514.18,52863.74
UKC12,,,,,,,,,,,,,,,,31489.36,30846.4,31853.91,29188.95,27285.86,29796.41,32249.43,31978.79,31239.06,31569.66,32334.36,32164.62,33132.04,34838.16,34230.69,35102.4,36586.88,34065.270000000004,34327.05,34802.71,35359.87,36262.07,37858.63,37955.83,36841.01,20673.99,20025.73,6161.08,6128.29,6211.01,6253.89,6280.01,65311.05
UKC13,,,,,,,,,,,,,,,,31462.5,30828.04,31876.46,37947.24,38350.36,41375.3,42874.42,45587.68,42392.38,47151.3,45004.63,43367.35,41316.590000000004,41559.21,39156.950000000004,37237.700000000004,42665.12,40463.090000000004,41419.13,44953.81,46520.18,44281.11,46746.96,43252.96,41413.04,16618.85,15219.37,3432.55,3410.39,3463.64,3487.39,3497.4900000000002,47580.44
UKC14,,,,,,,,,,,,,,,,31495.83,30838.190000000002,31856.350000000002,30117.49,33406.62,33413.18,33473.65,35532.93,35235.770000000004,37870.950000000004,38682.93,37421.39,39036.14,38172.82,39449.48,41409.98,39052.39,40105.700000000004,38661.65,37480.64,36730.97,38110.13,37871.83,37892.25,38713.37,49086.53,47362.8,14080.75,13992.93,14195.210000000001,14289.49,14353.48,56963.5
UKC2,,,,,,,,,,,,,,,,30070.08,28750.05,30548.690000000002,32018.33,31997.15,33980.090000000004,35708.82,36138.18,36894.090000000004,38169.450000000004,38631.1,39743.72,39679.4,39214.840000000004,38101.73,39047.06,39511.68,39372.94,39629.39,40012.24,40288.81,40983.6,40536.25,40717.54,42475.66,39536.5,39869.22,7789.79,7745.14,7859.7300000000005,7909.650000000001,7943.84,56701.69
UKC21,,,,,,,,,,,,,,,,30063.98,28745.16,30556.14,27053.2,28693.32,31154.440000000002,32376.98,31178.46,31420.63,32155.670000000002,33409.22,33470.25,34500.49,33466.73,31941.29,33241.840000000004,34628.92,34956.66,33283.83,34500,33841.56,35316.12,33199.6,33738.91,34653.92,54683.48,53681.89,11814.32,11754.85,11928.23,11994.380000000001,12047.78,61326.07
UKC22,,,,,,,,,,,,,,,,30069.690000000002,28754.510000000002,30548.27,32991.51,32537.75,33956.25,35920.39,36600.37,37542.26,39068.75,39516.840000000004,40869.89,40653,40152.48,38674.46,39498.39,40425.49,40281.51,40025.72,40078.85,40212.58,40654.41,40688.99,40554.43,42220.520000000004,26601.23,28664.71,5287.6,5257.31,5335.39,5369.52,5391.900000000001,56606.98
UKC23,,,,,,,,,,,,,,,,30077.850000000002,28740.12,30541.670000000002,34086.43,33461.69,36681.590000000004,38084.97,39560.450000000004,40270.13,41247.54,40759.14,42253.05,41504.700000000004,41844.22,42534.8,43569.28,41211.14,40465.89,44531.94,44921.78,46793.82,47548.94,47155.88,48057.73,51230.54,68241.04000000001,64662.51,12437.32,12358.050000000001,12540.220000000001,12626.43,12685.35,52655.44
UKD,,,,,,,,,,,,,,,,30486.100000000002,29870.13,31554.48,31943.440000000002,33099.32,35712.64,37285.22,38049.49,38896.11,40196.56,40155.19,41735.28,43083.67,41854.78,41004.590000000004,41239.01,40670.74,41021.63,41570.49,41374.07,41798.8,42209.73,43228.42,43550.73,43262.340000000004,40914.520000000004,42543.16,8881.380000000001,8830.66,8960.25,9018.41,9057.09,48125.31
UKD1,,,,,,,,,,,,,,,,32550.95,31102.5,32444.11,31599.77,32483.04,35666.270000000004,36218.79,35253.9,34456.69,37986.91,38336.67,36585.08,38792.32,39102.85,38283.16,38744.29,38263.65,37326.04,38895.340000000004,39861.76,39515.31,39067.43,40853.06,40446.49,36417.520000000004,32225.57,32004.56,11720.33,11661.1,11827.45,11908.550000000001,11953.33,67708.87
UKD11,,,,,,,,,,,,,,,,32569.74,31110.27,32446.64,32815.72,35461.24,37623.63,37099.86,38030.1,35956.26,39446.15,40755.53,38154.12,39914.18,41508.85,39717.270000000004,41205.46,40264.71,40101.38,42550.88,43741.56,41877.69,41374.85,41071.18,40729.4,36709.79,43236.38,41204.57,14905.81,14831.91,15047.37,15147.79,15199.69,85477.79000000001
UKD12,,,,,,,,,,,,,,,,32535.56,31095.91,32442.010000000002,30547.87,30094.84,34203.29,35550.590000000004,33316.89,33387.020000000004,36973.71,36689.11,35503.29,38019.72,37437.91,37255.200000000004,37038.68,36826.71,35372.26,36388.93,37187,37833.06,37477.950000000004,40693.53,40237.94,36212.770000000004,24893.52,25678.920000000002,9530.09,9481.39,9615.56,9682.07,9719.92,55489.05
UKD3,,,,,,,,,,,,,,,,31056.64,30245.350000000002,32217.65,33291.83,34531.81,36306.92,38773.99,39303.97,39225.590000000004,40784.66,41056.01,43413.42,44681.22,43281.32,42342.96,42299.36,42121.98,42150.08,42855,42219.08,42778.24,43107.32,44090.06,43691.14,43480.57,41391.67,42429.89,6584.42,6546.41,6642.89,6685.72,6713.78,56885.72
UKD33,,,,,,,,,,,,,,,,31050.29,30244.420000000002,32209.09,38696.82,39555.65,40980.88,44113.56,43035.97,44269.04,47200.51,48872.840000000004,50576.66,52373.42,50577.83,50131.53,49398.51,49617.21,49027.43,47391.14,47250.58,47779.92,47799.26,49727.25,49393.99,50467.44,22653.69,21688.5,3358.96,3339.6800000000003,3388.34,3410.79,3424.83,31972.74
UKD34,,,,,,,,,,,,,,,,31058.14,30243.350000000002,32218.77,35700.92,37096.73,39096.520000000004,42289.9,43180.33,43239.92,44347.22,45721.69,48779.66,49703.97,48388.6,46055.32,44931.5,43907.99,44045.37,46652.66,46574.06,47042,47753.71,47398.54,48788.31,47600.08,52319.65,54546.46,8155.570000000001,8110.42,8228.710000000001,8281.24,8317.05,53412.87
UKD35,,,,,,,,,,,,,,,,31063.37,30247.83,32221.25,31831.32,33265.16,35334.73,37277.28,36785.840000000004,37071.47,37426.24,37121.87,39270.07,40005.04,38826.71,38628.01,39758.56,38145.5,38483.64,39834.83,38450.99,37942,38597.3,41214.63,38887.36,37437.6,43108.76,42996.44,6836.28,6796.13,6895.01,6941.57,6969.03,73282.63
UKD36,,,,,,,,,,,,,,,,31052.600000000002,30249.86,32221.850000000002,29339.66,30367.18,31723.46,33837.95,36013.11,35233.07,36811.67,35498.21,37899.36,39652.9,37432.39,36939.46,36958.47,37259.3,37916.43,39036.38,37958.15,39464.23,40132.3,40066.63,39583.38,37418.36,54195.67,55292.520000000004,8914.36,8859.17,8992.94,9049.59,9090.23,68896.28
UKD37,,,,,,,,,,,,,,,,31060.420000000002,30242.54,32219.05,29140.98,30528.260000000002,32479.38,34125.840000000004,35258.1,33885.1,35014.78,34854.13,36806.19,37635.82,37205.090000000004,35942.020000000004,36424.020000000004,37431.56,37101.69,37712.11,36722.08,37190.08,36848.56,37119.43,36484.67,37860.66,47205.75,50879.25,7817.21,7772.87,7889.83,7939.18,7971.4400000000005,79065.79000000001
UKD4,,,,,,,,,,,,,,,,30465.97,29571.88,29462.78,29155.14,31951.440000000002,34723.29,35337.5,35220.5,37342.51,38246.28,38290.26,39223.11,40093.56,38426.51,37494.91,38713.8,37264.58,38551.12,38324.76,37881.19,39523.37,40008.91,41756.72,42229.67,41762.97,38749.1,41215.48,11449.210000000001,11382.380000000001,11550.960000000001,11625.18,11678.35,67362.4
UKD41,,,,,,,,,,,,,,,,30492.88,29589.65,29454.55,22586.71,24837.05,28954.79,29632.91,30784.420000000002,32778.39,32212.8,32607.84,34458.56,33453.45,32888.32,34159.71,36428.57,37539.96,37350.75,36019.64,36031.520000000004,38214.54,38596.520000000004,39980.5,38306.56,41308.93,32261.11,34470.69,9872.960000000001,9812.78,9966.42,10027.17,10081.460000000001,80773.89
UKD42,,,,,,,,,,,,,,,,30443.61,29578.24,29458.48,19106.16,20940.54,24140.19,25471.03,25157.8,29960.32,29988.97,31990.22,30402.53,32039.25,31435.36,30076.920000000002,32917.31,32315.690000000002,33128.71,33405.19,31626.670000000002,33139.31,35021.36,37326.89,37409.75,38187.61,11342.03,11518.49,3413.61,3391.88,3439.34,3464.06,3474.63,75128.92
UKD44,,,,,,,,,,,,,,,,30471.760000000002,29566.77,29443.3,27403.16,29119.53,29634.72,29766.48,29027.920000000002,30860.7,32211.420000000002,32772.56,35098.06,35798.56,33130.14,31256.11,32007.12,30559.34,34118.49,33914.71,32980.37,37391.08,35200.24,36788.63,38164.38,39040.200000000004,39061.29,35330.03,10161.630000000001,10103.11,10262.19,10326.11,10379.89,57033.590000000004
UKD45,,,,,,,,,,,,,,,,30462.61,29557.78,29468.170000000002,37621.23,41298.340000000004,44802.08,44943.62,44582.04,45474.1,47601.89,47278.93,48284.67,48814.57,46897.94,44210.020000000004,44497.04,42283.47,44084.83,43490.9,43727.82,45268.23,47176.96,47521,48778.46,45488.1,52216.66,57164.12,15588.11,15501.86,15727.800000000001,15830.92,15901.03,59159.73
UKD46,,,,,,,,,,,,,,,,30473.34,29578.31,29464.420000000002,27830.86,31162.5,33352.01,34697.74,34488.58,36646.62,37778.81,37544.6,38523.18,40182.43,37105.94,37325.92,39786,37707.340000000004,38144.770000000004,39007.92,38396.14,37794.37,38313.76,41131.93,41101.74,40455.96,39425.89,44359,12136,12067.23,12234.02,12317.07,12374.1,92328.28
UKD47,,,,,,,,,,,,,,,,30450.16,29580.34,29475.31,27791.920000000002,29560.61,31167.39,31145.83,31892.95,34162.01,33846.46,32756.440000000002,33491.63,34595.24,35041.340000000004,36099.73,36260.590000000004,34765.53,34728.090000000004,34434.28,34210.73,35654.9,35450.25,38404.64,39484.24,40295.51,31017.13,33535.04,9496.76,9437.18,9584.59,9637.04,9679.24,48694.35
UKD6,,,,,,,,,,,,,,,,30713.75,30176.24,33553.97,34069.99,33862.54,37273.340000000004,39716.92,40538.700000000004,42298.19,42841.37,41773.36,43920.35,45862.56,44767.96,43264.05,43791.92,44490.8,45152.590000000004,45150.270000000004,45350.89,43476.37,44404.12,45559.87,46713.66,48703.36,47221.92,50698.37,13371.01,13297.07,13490.03,13577.710000000001,13642.62,17858.04
UKD61,,,,,,,,,,,,,,,,30723.03,30184.350000000002,33551.72,33023.39,32726.39,36290.950000000004,38133.06,39099.01,44065.68,42240.33,41484.76,41933.47,45973.03,43358.57,40789.16,39537.49,39696.71,40538.46,41126.07,41649.44,42471.64,39449.01,43496.51,43482.55,45895.5,36784.66,41801.65,9423.65,9366.15,9504.66,9569.03,9613.460000000001,15212.12
UKD62,,,,,,,,,,,,,,,,30718.75,30175.56,33554.770000000004,35980.46,35429.43,39901,43772.17,45010.28,43292.96,46804.5,45434.3,47081.53,47547.01,47050.770000000004,44178.62,45595.73,47901.69,48681.5,48052.9,47923.97,46751.48,52917.92,51316.37,52305.11,53198.01,61537.54,59608.22,16270.75,16183.73,16418.24,16520.41,16597.71,18206.03
UKD63,,,,,,,,,,,,,,,,30701.68,30170.93,33554.87,32816.13,33009.340000000004,35191.13,36460.16,36760.8,39963.54,38960.770000000004,37907.89,41710.450000000004,43837.74,43203.51,44038.090000000004,44951.58,44274.15,44599.4,44882.61,45165.22,40375.87,39228.12,41025.18,43031.520000000004,45860.1,38962.18,47545.18,13191.64,13122.65,13309.98,13397.2,13464.970000000001,19590.27
UKD7,,,,,,,,,,,,,,,,28541.04,28751.28,30600.5,30863.54,31144.52,34426.16,35003.35,37735.91,39125.340000000004,40049.98,39777.49,41439.41,42701.08,41624.48,41490.43,40844.08,39546.82,39755.15,40733.31,40848.700000000004,41753.06,42153.25,41997.82,43311.03,42664.13,40491.6,41643.15,6751.52,6712.13,6810.52,6854.83,6882.49,26928.27
UKD71,,,,,,,,,,,,,,,,28539.23,28750.2,30604.74,40158.68,39843.090000000004,41308.55,39344.46,42956.03,45687.19,44585.15,42970.47,44833.33,45666.89,44754.44,44578.05,43832.44,42874.24,41783.69,45323.75,44212.89,45354.05,45092.12,45730.72,47354.96,44697.56,69709.47,72088.47,11458,11396.19,11561.5,11633.61,11681.37,27618.45
UKD72,,,,,,,,,,,,,,,,28547.65,28750.15,30590.11,32093.02,32455.96,38056.41,38204.56,41181.72,42814.81,44120.23,43814.28,45431.15,46463.54,44409.090000000004,44604.98,44525.13,42866.23,42786.55,43106.87,43182.58,44139.32,44165.78,44276.48,44651.48,44712.78,24864.510000000002,26594.170000000002,4358.96,4333.92,4396.76,4424.92,4443.9400000000005,26555.190000000002
UKD73,,,,,,,,,,,,,,,,28536.56,28754.32,30611.79,22229.100000000002,22045.850000000002,23521.510000000002,25049.95,26605.96,27274.87,28704.03,29485.12,31197.25,33089.22,33602.91,33180.94,32635.81,31105.72,32744.16,31922.030000000002,32610.760000000002,34154.63,34780.18,34932.18,36602.270000000004,35838.83,20494.69,23678.34,3879.87,3854.25,3915.59,3940.21,3953.4900000000002,25520.21
UKD74,,,,,,,,,,,,,,,,28534.88,28752.13,30605.16,23756.41,24973.24,27803.11,30801.08,33392.07,33394.88,35558.340000000004,35820.57,36841.16,38495.520000000004,37289.86,36933.11,35244.99,34180.49,35563.78,35882.020000000004,37072.64,36893.82,38673.68,36575.5,38796.93,39655.25,43631.35,37760.38,6401.64,6360.42,6453.14,6500.72,6527.150000000001,27801.7
UKE,,,,,,,,,,,,,,,,29085.08,29271.600000000002,30665.5,31209.23,32708.06,33812.72,35532.6,36547.94,37916.29,38572.19,39116.590000000004,40275.69,41611.520000000004,40290.24,39522.17,39505.270000000004,39274.37,39428.69,40121.47,39751.25,39664.97,39594.450000000004,40345.01,40602.25,40505.15,37657.31,38082.9,9358.73,9305.36,9441.800000000001,9502.94,9543.48,45366
UKE1,,,,,,,,,,,,,,,,30952.47,30505.78,32026.12,31213.010000000002,32346.81,34753.520000000004,35978.01,37433.04,38205.58,38814.83,40192.05,40993.11,41798.39,41770.23,39860.01,39365.25,39453.86,40143.25,41242.72,40308.020000000004,40734.36,39555.23,39622.51,39652.41,36598.72,32049.04,30050.41,17618.94,17513.21,17773.2,17891.21,17966.39,55142.32
UKE11,,,,,,,,,,,,,,,,30956.93,30503.58,32038.280000000002,29790.63,30483.71,32427.350000000002,34734.090000000004,37349.81,38231.36,36487.020000000004,38404.47,40992.46,41813.87,44718.9,43988.35,42182.81,41301.56,41458.82,41287.11,40658.15,40509.82,40428.71,39078.63,39246.36,34806,23319.99,21714.68,12279.39,12203.57,12383.42,12468.720000000001,12518.28,65873.93000000001
UKE12,,,,,,,,,,,,,,,,30952.58,30506.600000000002,32017.47,32732.14,36154.37,40068.16,37435.4,38197.04,37640.98,41348.33,42742.97,43695.950000000004,41926.48,40183.03,36420.200000000004,35793.450000000004,36793.200000000004,38468.31,40057.31,38746.1,39237.3,36298.78,36881.94,38399.66,34581.82,26994.31,23922.9,13452.710000000001,13376.62,13574.35,13663.16,13721.98,46162.03
UKE13,,,,,,,,,,,,,,,,30949.25,30507.15,32022.31,31177.850000000002,31120.3,33054.92,35875.94,36848.18,38688.55,38777.78,39619.770000000004,38739.13,41676.05,40698.01,39496.68,40252.07,40284.17,40509.840000000004,42275.24,41447.17,42265.73,41897.86,42662.340000000004,41189.36,40070.38,44175.270000000004,42199.88,25616.41,25458.36,25838.440000000002,26006.56,26119.64,54225.8
UKE2,,,,,,,,,,,,,,,,27444.36,27527.25,28641.65,28533.29,29682.25,31501.99,32221.58,31842.63,33909.17,36800.93,35021.78,35644.450000000004,38011.48,36406.43,35122.950000000004,35198.55,34695.66,33794.67,34647.36,34810.36,33776.98,34491.13,36741.16,36193.26,37594.88,35349.04,36582.43,8337.89,8291.68,8412.42,8467.53,8504.77,34097.97
UKE21,,,,,,,,,,,,,,,,27452.760000000002,27532.98,28650.63,32558.86,34383.66,35977.91,36182.41,39666.67,42103.41,44887.53,44731.9,45264.94,47377.65,43963.28,42799.56,42710.270000000004,40713.07,39676.16,41410.93,40734.12,42093.41,42780.840000000004,43717.32,43023.450000000004,43702.62,20996.37,23245.170000000002,4918.99,4895.900000000001,4961.6900000000005,4995.21,5016.7300000000005,34959.96
UKE22,,,,,,,,,,,,,,,,27441.53,27525.53,28638.670000000002,26945.77,27837.3,29711.63,30572.14,28973.06,30840.54,33686.96,31542.36,32256.45,34662.41,33636.18,32393.690000000002,32457.2,32426.68,31602.99,32257.920000000002,32631.29,30968.83,31703.33,34265.840000000004,33709.79,35352.81,40822.13,41631.17,9633.19,9577.03,9720.18,9783.67,9826.1,33771.36
UKE3,,,,,,,,,,,,,,,,26975.850000000002,27323.47,28255.06,29432.04,30861.350000000002,32230.3,34342.98,36384,37280.270000000004,37374.25,37800.62,39509.44,41695.62,40115.55,39363.41,40190.05,39981.020000000004,39842.950000000004,40443.68,39758.090000000004,40255.700000000004,39502.1,40633.19,40658.590000000004,41816.06,38988.89,40302.840000000004,7135.150000000001,7094.33,7198.41,7243.66,7275.01,47942.19
UKE31,,,,,,,,,,,,,,,,26972.93,27327.09,28250.83,27408.79,29061.65,30080,32355.16,33757.95,34642.270000000004,34019.92,34427.81,35677.88,37973.33,37347.5,36156.58,36866.37,36795.18,37183.99,37108.97,37118.73,37152.28,36773.97,38933.91,38771.94,40245.28,48693.89,51065.33,8932.210000000001,8880.01,9009.83,9067.34,9106.050000000001,48102.68
UKE32,,,,,,,,,,,,,,,,26979.190000000002,27319.53,28259.88,31886.72,32963.75,34757.36,36574.42,39404.28,40287.05,41362.48,41770.85,44056.08,46069.38,43249.01,42988.82,44019.3,43586.82,42848.26,44304.73,42766.41,43970.67,42740.04,42630.19,42923.72,43644.24,27461.87,27522.99,5001.900000000001,4974.09,5047.58,5078.39,5100.33,47751.62
UKE4,,,,,,,,,,,,,,,,30052.440000000002,30436.920000000002,32174.82,33187.770000000004,34866.39,35137.94,37237.94,38133.93,39720.96,39772,40980.04,42212.9,42876.53,41342.05,41238.46,40892.75,40626.14,41205.57,41723.18,41472.67,41278.57,41663.91,41858.3,42649.520000000004,42330.47,39896.92,40465.83,7861.55,7817.1900000000005,7931.45,7982.9400000000005,8016.54,44671.85
UKE41,,,,,,,,,,,,,,,,30045.13,30438.32,32175.600000000002,29885.34,32162.48,31369.99,33750.86,34358.08,35698.58,37045.58,37715.91,38323.17,38250.85,38160.16,37083.43,37583.38,37789.47,37925.39,37796.49,38118.98,37425.94,37854.91,37941.76,38401.46,38079.37,40666.74,40804.450000000004,7735.2,7688.45,7804.34,7855.8,7886.41,51139.79
UKE42,,,,,,,,,,,,,,,,30056.24,30434.21,32176.31,37772.55,38662.07,38934.78,41052.39,42402.87,44740.9,45423.89,47288.61,48819.73,51198.72,47021.950000000004,48487.17,47442.28,46994.770000000004,48150.200000000004,48723.46,48814.26,47780.85,48667.020000000004,47218.450000000004,47372.63,47290.23,31131.8,30836.760000000002,5970.83,5937.62,6023.14,6063.18,6089.01,38297.13
UKE44,,,,,,,,,,,,,,,,30049.98,30433.7,32171.66,27470.170000000002,29206.03,29898.65,31826.21,31883.87,33334.12,32216.77,33251.68,33993.71,35000,34504.92,33207.12,33467.590000000004,32907.72,33774.16,34600.47,34037.2,34931.93,35056.48,37299.65,38376.14,37535.61,48422.86,49474.16,9430.050000000001,9376.37,9515.32,9572.67,9613.89,50874.130000000005
UKE45,,,,,,,,,,,,,,,,30057.38,30450.2,32174.24,36182.58,38399.090000000004,39233.18,40918.97,42749.54,42387.72,40625.72,41011.42,42780.22,39372.85,40530.03,40479.340000000004,39231.85,39547.9,38584.49,39166.13,38245.56,38902.9,38690.21,39461.01,41471.8,41112.53,50839.020000000004,53357.58,10997.17,10940.130000000001,11095.23,11169.44,11218.49,44310.090000000004
UKF,,,,,,,,,,,,,,,,32289.68,31841.98,33336.96,33356.8,35520.61,32831.79,34829.73,35276.26,36126.1,36718.97,37081.39,38454.15,39376.71,39391.75,39349.62,40366.340000000004,39348.13,39721.770000000004,40526.270000000004,40347.66,39786.16,40263.590000000004,40532.03,41242.05,42158.03,39795.23,41147.29,10011.81,9954.15,10100.800000000001,10165.58,10207.97,45203.81
UKF1,,,,,,,,,,,,,,,,32279.48,31116.57,32330.08,31322.09,34695.83,33118,34797.11,36386.22,37132.700000000004,37737.89,38281.43,39317.01,40606.75,40094.94,40212.4,41047.63,40366.57,40619.26,41408.090000000004,40867.78,39994.28,41163.24,41807,41691.91,42655.8,40697.17,41808.94,10400.7,10341.65,10493.82,10561.27,10603.64,50752.19
UKF11,,,,,,,,,,,,,,,,32272.510000000002,31124.190000000002,32320.88,34583.8,37962.62,39769.3,40688.97,45128.91,46663.99,45899.24,48417.83,50765.43,49033.96,49587.24,49403.68,49780.8,50284.89,49417.22,50010.22,48121.63,46269.65,46991.75,44969.78,45059.73,44568.72,55044.99,58883.54,14497.4,14424.65,14638.82,14720.02,14778.87,48627.81
UKF12,,,,,,,,,,,,,,,,32276.06,31110.96,32321.850000000002,34857.14,36621.66,34956.83,35234.76,37431.26,35156.15,36526.26,38039.06,37827.28,41141.39,39747.5,41004.67,40655.1,37400.85,38031.61,39663.76,41331.46,41069.94,42143.46,43141.05,41759,45131.69,35973.69,34407.54,8530.22,8480.18,8604.87,8662.19,8700.07,46702.96
UKF13,,,,,,,,,,,,,,,,32284.7,31125.66,32330.81,29603.27,31332.52,31344.27,31644.87,32595.64,33355.58,33602.67,34291.95,34332.56,36371.23,34884.97,34907.71,36418.63,35436.56,34815.48,38948.6,39913.63,38798.17,40161.37,40151.53,39105.71,40321.65,58823.43,64053.55,15542.28,15453.26,15676.7,15777.960000000001,15846.970000000001,49395.07
UKF14,,,,,,,,,,,,,,,,32289.97,31109.41,32334.170000000002,28003.08,32584.38,30516.54,32151.77,35036.57,36363.520000000004,37949.85,39275.020000000004,41041.770000000004,43005.46,42733.950000000004,43006.25,41691.86,42226.3,42113.8,40132.88,40574.99,38726.6,41037.97,46544,45640.73,45796.04,18823.7,16268.630000000001,4231.82,4205.96,4269.6900000000005,4296.93,4313.58,50044.1
UKF15,,,,,,,,,,,,,,,,32278.4,31121.21,32340.36,31707.18,36972.200000000004,32947.020000000004,36809.62,37071.78,37374.48,37499.32,36365.88,37767.05,38187.69,37915.93,37352.16,39514.64,38654.24,40015.19,39376.05,36953.520000000004,37227.91,37574.12,37172.840000000004,36966.94,37983.770000000004,38129.89,40557.98,9998.84,9942.84,10086.87,10153.76,10193.32,57908.35
UKF16,,,,,,,,,,,,,,,,32261.7,31101.9,32322.84,32992.03,35469.11,31832.81,34706.45,33891.86,36455.54,36988.08,35968.6,36860.76,37966.13,38511.72,38831.19,41517.56,40883.770000000004,42638.8,43410.64,41128.63,41030.55,41686.61,39770.32,43595.21,44909,39473.21,39225.96,10416.98,10358.79,10510.86,10582.86,10621.34,49010.48
